READING DATE,00:00,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30
10/02/2024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03000,0.22900,0.78100,1.57900,2.03600,3.77100,3.39200,3.01200,2.62300,3.76100,4.38300,3.41300,2.36300,2.76100,2.64900,3.06000,1.33600,1.38600,0.51100,0.03700,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
09/02/2024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00500,0.16200,0.50400,1.23200,2.03300,2.63100,2.42800,3.03200,3.21700,3.80400,2.75000,2.31700,2.41600,1.74200,1.83900,1.95500,1.48700,0.97100,0.20700,0.00200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
08/02/2024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03300,0.58600,2.08300,3.20300,3.65400,4.35300,5.70900,5.66900,6.25600,7.55400,7.24900,6.13400,5.28200,3.03500,2.26700,2.08800,0.88500,0.61000,0.06100,0.00100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
07/02/2024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02800,0.37900,1.39300,3.32200,8.98900,12.07000,14.36000,16.98400,13.90300,13.97400,17.45700,16.80600,14.79000,14.18500,10.87500,6.68200,2.15500,1.22000,0.26900,0.01000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
06/02/2024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01300,0.38200,1.56400,3.02000,4.50500,5.13300,9.69400,9.05700,14.11200,11.66200,9.21000,7.94900,9.47500,6.92700,5.95900,4.85600,3.44400,1.32500,0.29400,0.00900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
05/02/2024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01300,0.17500,0.86500,2.93200,4.42200,7.06100,7.59700,9.12200,6.87600,8.97000,6.89200,8.21700,5.89700,3.70700,3.22400,2.52500,1.79300,0.80300,0.11900,0.00100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
04/02/2024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00100,0.14200,0.69600,3.56600,4.69100,5.50400,6.36400,8.49900,4.19700,5.21000,3.72000,3.81700,2.15200,2.25500,3.16500,1.76500,1.10600,0.49500,0.07100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
03/02/2024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01900,0.29000,1.31900,2.49900,3.25800,7.08200,4.71400,3.62900,6.39300,15.13100,17.16500,10.04700,10.11600,9.08000,7.49800,3.61000,1.66600,0.62000,0.18600,0.00100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
02/02/2024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02300,0.13300,0.44700,0.76900,1.03900,1.71200,1.71200,2.79100,4.05500,5.58400,9.44500,10.29700,11.19600,7.76700,4.22800,1.17100,0.44600,0.12800,0.00300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
01/02/2024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01900,0.33500,0.96500,2.37200,3.52100,4.67400,4.64000,6.48700,3.40600,4.26300,5.87900,4.37600,3.69500,4.12200,3.57200,2.26400,1.61100,0.51200,0.08900,0.00100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
31/01/2024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06500,0.35500,1.13300,2.16300,4.10900,4.06700,6.09100,3.26800,1.36900,1.04900,1.08400,0.94500,1.37800,0.88800,0.44600,0.23200,0.49800,0.11800,0.00100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
30/01/2024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00800,0.25000,0.81400,1.84700,3.80800,9.11200,12.35000,13.83900,7.18500,5.51500,7.72500,9.86700,9.10100,8.80000,2.71000,1.98900,1.49900,0.70500,0.10000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
29/01/2024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03700,0.29100,0.72100,1.14600,1.86300,2.41000,2.94000,3.60100,4.26100,3.47200,3.00300,1.86700,0.87700,1.16300,0.92500,0.34900,0.04400,0.01400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
28/01/2024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07700,0.65600,1.28600,1.90000,2.87300,3.75500,6.15400,6.03600,5.71200,6.35500,6.24000,5.43200,4.19500,2.37500,1.53000,0.70200,0.19100,0.00300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
27/01/2024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01200,0.21200,1.14600,2.64200,4.44600,6.37400,11.58700,12.29500,13.04400,12.23400,9.01900,7.96300,9.33800,7.31400,4.50100,2.38400,1.29300,0.52600,0.03600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
