READING DATE,00:00,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30
10/02/2024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03200,0.23700,0.79900,1.60600,2.08400,3.72200,3.40400,3.05800,2.66100,3.80300,4.46200,3.46200,2.40200,2.81100,2.68800,3.08500,1.35200,1.40000,0.52000,0.03900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
09/02/2024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00500,0.16700,0.50800,1.25300,2.06200,2.66600,2.46500,3.07100,3.25400,3.85300,2.78500,2.34400,2.45300,1.76500,1.86400,1.97300,1.50300,0.98600,0.21100,0.00100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
08/02/2024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03400,0.60000,2.14800,3.28600,3.71500,4.41600,5.78800,5.75300,6.35600,7.70900,7.39100,6.24800,5.38500,3.09200,2.30800,2.12800,0.90100,0.62200,0.06400,0.00100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
07/02/2024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02900,0.39100,1.58700,4.10200,9.00000,11.88800,14.74100,19.79200,17.28700,16.67400,21.16800,19.72500,16.18200,13.65700,10.24600,6.49300,2.11700,1.24200,0.27700,0.01000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
06/02/2024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01400,0.39400,1.60300,3.10700,4.63900,5.27300,9.96000,9.78100,16.50100,13.04600,10.05800,8.39300,9.81400,6.97800,6.00700,4.87400,3.43400,1.33700,0.30300,0.01000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
05/02/2024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01300,0.17700,0.87600,2.97300,4.49600,7.21000,7.76600,9.34900,7.04500,9.23800,7.06900,8.39600,5.99800,3.76100,3.27600,2.56500,1.82400,0.81800,0.12000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
04/02/2024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.14600,0.70900,3.62900,4.78800,5.60100,6.46600,8.65400,4.24600,5.27800,3.76200,3.86300,2.18000,2.28600,3.20500,1.78800,1.12100,0.50300,0.07300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
03/02/2024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02200,0.30200,1.38300,2.89700,3.47400,7.10600,4.83100,3.72800,6.78300,16.71500,18.07200,10.08600,10.04100,8.92700,7.38500,3.65800,1.69600,0.63400,0.18800,0.00200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
02/02/2024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02300,0.13700,0.45500,0.78200,1.05900,1.74200,1.74200,2.83300,4.13400,5.68000,9.48100,10.25900,11.04500,7.61800,4.25300,1.18100,0.45200,0.12900,0.00300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
01/02/2024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02000,0.35100,1.01500,2.76400,4.45700,4.78300,4.73100,6.62400,3.46200,4.34000,5.99500,4.44000,3.76100,4.20900,3.58000,2.29500,1.63900,0.52600,0.09300,0.00100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
31/01/2024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06700,0.36400,1.15400,2.20700,4.18900,4.13800,6.20400,3.32300,1.39200,1.06600,1.10400,0.96100,1.40100,0.90100,0.45600,0.23600,0.50800,0.12300,0.00100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
30/01/2024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00900,0.26200,0.86000,1.69200,5.41300,9.13800,11.77600,13.71400,7.41300,5.69400,7.90700,9.73900,8.59100,8.07700,2.63300,2.01400,1.51700,0.71300,0.10200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
29/01/2024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03900,0.29500,0.73500,1.16800,1.89700,2.45200,2.98900,3.66000,4.32900,3.53000,3.05400,1.89800,0.89200,1.18000,0.94100,0.35400,0.04700,0.01500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
28/01/2024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.08000,0.67100,1.31200,1.93900,2.93500,3.83000,6.29300,6.18300,5.82900,6.49700,6.34800,5.54500,4.27700,2.42800,1.56600,0.71900,0.19700,0.00200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
27/01/2024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01300,0.22000,1.20100,2.68500,5.37400,7.87900,11.29500,12.10700,13.37800,12.85300,9.44000,8.05400,8.92500,6.83500,4.53600,2.41200,1.31200,0.53500,0.03800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26/01/2024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.10000,0.67800,1.59200,3.71100,7.19400,9.89900,11.85400,6.62400,12.79400,11.75600,9.27800,8.43700,5.98700,3.07100,1.71600,1.24300,0.53400,0.06300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
25/01/2024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01800,0.41100,2.22900,2.81300,3.63300,3.60500,6.45600,9.05600,3.62700,4.93000,8.03000,4.42700,2.84500,2.21300,0.99200,0.52000,0.18100,0.00900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
24/01/2024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00100,0.11900,0.57500,1.45100,1.89700,2.36200,7.85100,9.15100,4.60100,9.77700,9.38000,6.12800,4.27800,4.11300,3.45900,1.80000,0.87100,0.29400,0.03100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
23/01/2024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.11700,0.36900,0.46400,0.62300,0.64600,0.84000,0.86100,0.93200,0.62800,0.99100,1.28300,1.59600,0.97000,0.51100,0.19300,0.02200,0.00800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
22/01/2024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06100,0.30300,1.15900,1.93400,3.50400,7.07700,6.57900,10.08200,6.63500,4.83800,9.35900,3.28500,1.54100,2.37300,1.41700,0.67800,0.14300,0.00900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
