READING DATE,00:00,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30
10/02/2024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03100,0.24000,0.80100,1.60700,2.09900,3.67200,3.39200,3.06700,2.66600,3.80100,4.48500,3.46000,2.41200,2.82200,2.69400,3.08100,1.34800,1.40400,0.52300,0.03700,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
09/02/2024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00500,0.16400,0.50700,1.25200,2.06700,2.67000,2.46900,3.07700,3.25700,3.85700,2.78500,2.34600,2.45700,1.76400,1.86700,1.96800,1.50100,0.98200,0.21200,0.00100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
08/02/2024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03500,0.60400,2.18700,3.33100,3.71900,4.43500,5.80600,5.75900,6.36800,7.73700,7.42600,6.27900,5.40300,3.09500,2.31100,2.12900,0.89900,0.62500,0.06000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
07/02/2024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02800,0.39100,1.54900,5.07200,9.84500,12.10300,16.10100,23.39800,20.77500,19.05300,25.75000,25.31600,21.22200,16.68700,11.91200,7.20700,2.48600,1.27900,0.28100,0.01000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
06/02/2024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01300,0.39300,1.61000,3.14500,4.76000,5.38100,10.53700,10.84900,18.95200,14.34100,11.15700,9.18500,11.02600,7.62300,6.30800,5.12400,4.00700,1.38100,0.31000,0.01000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
05/02/2024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01300,0.17800,0.87000,2.97500,4.50700,7.26500,7.86100,9.51600,7.12300,9.39300,7.16500,8.53800,6.01500,3.76700,3.28500,2.57300,1.82400,0.81500,0.12300,0.00100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
04/02/2024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00100,0.14500,0.71600,3.63300,4.83800,5.62700,6.49100,8.75200,4.25000,5.28900,3.77100,3.87500,2.18400,2.29100,3.20900,1.79200,1.12200,0.50300,0.07200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
03/02/2024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02000,0.30600,1.43000,3.17100,3.68100,7.41700,4.86600,3.80800,7.53500,19.67200,20.53100,10.88200,10.96700,9.67300,8.09300,3.75200,1.70800,0.64200,0.19000,0.00100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
02/02/2024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02300,0.13200,0.45500,0.78300,1.06100,1.74650,1.74650,2.84100,4.15500,5.77800,10.04100,11.24200,11.85500,8.20300,4.40600,1.18200,0.45600,0.13000,0.00300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
01/02/2024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02000,0.35300,1.04400,2.97900,5.68200,4.79900,4.75100,6.68900,3.47500,4.35400,6.01900,4.44900,3.78200,4.24000,3.76100,2.36600,1.64000,0.52600,0.09200,0.00100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
