latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation,,,,,,,,,,,,
55.9227,-3.1288,74,0,GMT,GMT,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),precipitation (mm),cloud_cover (%),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),global_tilted_irradiance (W/m²),terrestrial_radiation (W/m²),shortwave_radiation_instant (W/m²),direct_radiation_instant (W/m²),diffuse_radiation_instant (W/m²),direct_normal_irradiance_instant (W/m²),global_tilted_irradiance_instant (W/m²),terrestrial_radiation_instant (W/m²)
2023-07-23T07:00,12.4,95,11.6,0.5,100,57,0,57,0,57,410.8,69.6,0,69.6,0,69.6,501.5
2023-07-23T08:00,12.4,92,11.2,0.6,100,73,0,73,0,73,589.2,83.6,0,83.6,0,83.6,674.7
2023-07-23T09:00,12.7,89,10.9,0.4,100,92,0,92,0,92,753.2,101.1,0,101.1,0,101.1,827.6
2023-07-23T10:00,13.2,84,10.5,0,100,135,0,135,0,135,891.6,143.8,0,143.8,0,143.8,949.9
2023-07-23T11:00,13.5,79,10,0,100,183,10,173,13.3,183,994.9,190,10.4,179.6,13.3,190,1033.1
2023-07-23T12:00,14.3,81,11.1,0,100,240,62,178,77.8,240,1056.2,243.5,62.9,180.6,77.8,243.5,1071.6
2023-07-23T13:00,14.8,78,11.1,0,67,465,124,341,153.4,465,1071.1,461.4,123,338.3,153.4,461.4,1062.7
2023-07-23T14:00,14.9,76,10.7,0.1,49,466,205,261,261.5,466,1038.7,451.8,198.8,253.1,261.5,451.8,1007.1
2023-07-23T15:00,15,75,10.6,0.1,47,539,210,329,289.5,539,961.1,509.5,198.5,311,289.5,509.5,908.5
2023-07-23T16:00,14.6,77,10.6,0.1,46,454,177,277,278,454,843.6,416.3,162.3,254,278,416.3,773.6
2023-07-23T17:00,14.1,79,10.6,0.1,49,322,126,196,240.5,322,694.3,283.6,111,172.6,240.5,283.6,611.5
2023-07-23T18:00,13.5,82,10.5,0.2,76,204,53,151,134.2,204,523.3,169,43.9,125.1,134.2,169,433.4
2023-07-23T19:00,13.2,82,10.2,0,70,128,38,90,147.2,128,342.1,94,27.9,66.1,147.2,94,251.4
2023-07-23T20:00,12.8,82,9.9,0,83,47,7,40,53.7,47,163.3,22.4,3.3,19,38.2,21.1,77.7
2023-07-23T21:00,12.3,85,9.8,0.1,93,5,1,4,15.2,5,28.4,0,0,0,0,0,0
2023-07-23T22:00,12.1,83,9.3,0.1,91,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-23T23:00,11.9,82,8.9,0,44,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-24T00:00,11,81,7.9,0,13,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-24T01:00,10.7,82,7.8,0,16,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-24T02:00,10,85,7.6,0,17,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-24T03:00,9.7,86,7.5,0,14,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-24T04:00,8,91,6.6,0,22,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-24T05:00,9.5,89,7.7,0,34,21,9,12,101.9,21,57.7,50.3,21.5,28.7,206.7,24.8,138.1
2023-07-24T06:00,10.6,85,8.1,0,29,105,59,46,345.8,105,226.1,146.7,82.5,64.3,345.8,146.7,316
2023-07-24T07:00,11.6,78,7.9,0,19,233,155,78,504.6,233,407.1,285,189.6,95.4,504.6,285,497.9
2023-07-24T08:00,12.7,72,7.8,0,21,372,278,94,629,372,585.8,426.4,318.6,107.7,629,426.4,671.4
2023-07-24T09:00,13.7,65,7.3,0,82,487,366,121,646.7,487,750,535.4,402.4,133,646.7,535.4,824.5
2023-07-24T10:00,14.1,64,7.4,0,91,395,151,244,225.2,395,888.6,420.9,160.9,260,225.2,420.9,947
2023-07-24T11:00,14.9,60,7.3,0,100,504,280,224,374,504,992.1,523.4,290.8,232.6,374,523.4,1030.3
2023-07-24T12:00,14.4,63,7.5,0,100,417,111,306,139.6,417,1053.5,423.1,112.6,310.5,139.6,423.1,1068.9
2023-07-24T13:00,14.9,62,7.6,0.1,100,458,125,333,155.1,458,1068.4,454.4,124,330.4,155.1,454.4,1060.1
2023-07-24T14:00,15.4,59,7.3,0,100,437,84,353,107.5,437,1036,423.7,81.4,342.2,107.5,423.7,1004.4
2023-07-24T15:00,15.7,57,7.2,0,100,412,134,278,185.3,412,958.3,389.4,126.6,262.7,185.3,389.4,905.6
2023-07-24T16:00,15.8,55,6.9,0,100,346,117,229,184.5,346,840.7,317.1,107.2,209.9,184.5,317.1,770.5
2023-07-24T17:00,15.9,55,6.8,0,50,347,167,180,320.3,347,691.1,305.4,147,158.4,320.3,305.4,608.2
2023-07-24T18:00,15.7,55,6.6,0,64,242,129,113,328.9,242,519.8,200.1,106.7,93.4,328.9,200.1,429.8
2023-07-24T19:00,15.1,61,7.8,0,48,138,64,74,250.7,138,338.4,100.9,46.8,54.1,250.7,100.9,247.5
2023-07-24T20:00,13.8,66,7.5,0,30,66,32,34,248.1,66,159.3,30.5,14.8,15.7,169.7,28.4,73.6
2023-07-24T21:00,12.7,68,7,0,100,5,1,4,15.6,5,26.4,0,0,0,0,0,0
2023-07-24T22:00,12.4,71,7.3,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-24T23:00,12.1,74,7.7,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-25T00:00,11.2,79,7.7,0,98,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-25T01:00,11.2,79,7.7,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-25T02:00,11.5,77,7.7,0,79,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-25T03:00,11.6,78,7.9,0,57,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-25T04:00,10.8,82,7.9,0,13,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-25T05:00,10.7,84,8.1,0,28,20,8,12,92.2,20,55.7,48.1,19.2,28.8,190.3,23.3,133.9
2023-07-25T06:00,11.7,82,8.8,0,55,106,59,47,352.2,106,222.1,149,82.9,66.1,352.2,149,312.1
2023-07-25T07:00,12.6,78,8.8,0,70,226,150,76,493,226,403.3,277,183.8,93.1,493,277,494.3
2023-07-25T08:00,13.6,72,8.7,0,66,358,244,114,555.5,358,582.3,410.7,279.9,130.8,555.5,410.7,668
2023-07-25T09:00,14.5,69,8.9,0,75,455,304,151,539.6,455,746.8,500.5,334.4,166.1,539.6,500.5,821.4
2023-07-25T10:00,15,68,9.2,0,80,500,311,189,465.5,500,885.6,533,331.5,201.5,465.5,533,944
2023-07-25T11:00,15.8,66,9.4,0,68,602,359,243,481,602,989.3,625.3,372.9,252.4,481,625.3,1027.5
2023-07-25T12:00,12.8,82,9.7,0,73,481,228,253,287.6,481,1050.7,488.1,231.4,256.7,287.6,488.1,1066.2
2023-07-25T13:00,15.6,71,10.4,0.1,44,556,311,245,386.8,556,1065.7,551.6,308.6,243.1,386.8,551.6,1057.3
2023-07-25T14:00,14.3,77,10.3,1.9,56,493,261,232,334.9,493,1033.2,477.9,253,224.9,334.9,477.9,1001.5
2023-07-25T15:00,15.9,65,9.4,0.7,32,426,224,202,310.8,426,955.4,402.5,211.6,190.8,310.8,402.5,902.6
2023-07-25T16:00,16.9,61,9.4,0,100,496,357,139,565,496,837.6,454.4,327,127.3,565,454.4,767.3
2023-07-25T17:00,16.5,60,8.7,0.3,76,328,182,146,350.8,328,687.8,288.4,160,128.4,350.8,288.4,604.8
2023-07-25T18:00,14.4,76,10.3,1.2,99,230,136,94,349.2,230,516.2,189.9,112.3,77.6,349.2,189.9,426.1
2023-07-25T19:00,14,80,10.5,0.1,92,87,32,55,126.8,87,334.5,63.3,23.3,40,126.8,63.3,243.5
2023-07-25T20:00,13.4,81,10.2,0,66,36,9,27,70.6,36,155.1,16.1,4,12.1,46.2,14.8,69.3
2023-07-25T21:00,13.3,77,9.4,0,57,4,0,4,0,4,24.3,0,0,0,0,0,0
2023-07-25T22:00,12.6,81,9.4,0,17,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-25T23:00,12.1,84,9.5,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-26T00:00,11.7,91,10.2,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-26T01:00,11.8,91,10.4,0,34,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-26T02:00,12.1,90,10.4,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-26T03:00,12.4,89,10.7,0.1,91,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-26T04:00,12.8,91,11.3,0,94,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-26T05:00,13,90,11.4,0,94,8,1,7,11.7,8,53.7,19.3,2.4,16.9,24.7,9.2,129.6
2023-07-26T06:00,13.3,88,11.4,0,99,53,11,42,66.9,53,217.9,74.9,15.6,59.4,66.9,74.9,308.1
2023-07-26T07:00,13.7,86,11.4,0.1,100,102,23,79,76.3,102,399.4,125.3,28.2,97,76.3,125.3,490.5
2023-07-26T08:00,14.3,83,11.4,0,100,179,44,135,100.8,179,578.7,205.6,50.5,155,100.8,205.6,664.5
2023-07-26T09:00,15.1,79,11.5,0.1,99,280,103,177,183.7,280,743.4,308.1,113.4,194.8,183.7,308.1,818.2
2023-07-26T10:00,15.9,78,12.1,0.1,100,342,85,257,127.7,342,882.5,364.7,90.6,274,127.7,364.7,941
2023-07-26T11:00,16.7,76,12.5,0,96,404,131,273,176.1,404,986.3,419.7,136.1,283.6,176.1,419.7,1024.6
2023-07-26T12:00,16,82,12.9,0.1,86,353,98,255,124,353,1047.8,358.2,99.5,258.8,124,358.2,1063.3
2023-07-26T13:00,17.3,81,14.1,0.2,100,666,477,189,595,666,1062.8,660.8,473.2,187.5,595,660.8,1054.5
2023-07-26T14:00,17.4,85,14.9,0.2,82,571,342,229,440.1,571,1030.3,553.4,331.5,222,440.1,553.4,998.6
2023-07-26T15:00,17.1,91,15.7,0.3,100,489,273,216,380.1,489,952.4,461.9,257.9,204,380.1,461.9,899.5
2023-07-26T16:00,16.7,92,15.4,0.6,82,345,135,210,214.5,345,834.4,315.9,123.6,192.3,214.5,315.9,764
2023-07-26T17:00,17,87,14.9,0.9,78,308,170,138,329.3,308,684.4,270.6,149.3,121.2,329.3,270.6,601.2
2023-07-26T18:00,17,89,15.2,0.3,82,286,160,126,413.9,286,512.5,235.6,131.8,103.8,413.9,235.6,422.3
2023-07-26T19:00,16.4,80,12.8,0,100,104,49,55,196.5,104,330.6,75.3,35.5,39.8,196.5,75.3,239.4
2023-07-26T20:00,15.8,75,11.4,0.1,100,15,0,15,0,15,150.8,6.5,0,6.5,0,5.8,64.9
2023-07-26T21:00,15.2,80,11.8,0.3,100,1,0,1,0,1,22.2,0,0,0,0,0,0
2023-07-26T22:00,14.8,83,12,0.3,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-26T23:00,14.3,88,12.4,0.7,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-27T00:00,14.1,88,12.2,1.5,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-27T01:00,13.9,88,12,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-27T02:00,13.7,87,11.6,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-27T03:00,13.7,88,11.8,0,64,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-27T04:00,12.7,93,11.6,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-27T05:00,13.4,92,12.1,0,100,10,2,8,23.9,10,51.6,24.3,4.9,19.4,51.4,11.3,125.3
2023-07-27T06:00,14,91,12.6,0,100,39,7,32,43.4,39,213.7,55.5,10,45.5,43.4,55.5,304
2023-07-27T07:00,14.6,90,13,0.1,100,94,11,83,36.9,94,395.5,115.7,13.5,102.2,36.9,115.7,486.7
2023-07-27T08:00,15,90,13.3,0,100,137,32,105,73.8,137,575,157.5,36.8,120.7,73.8,157.5,661
2023-07-27T09:00,15.7,88,13.7,0,100,149,7,142,12.5,149,740,164.1,7.7,156.4,12.5,164.1,814.9
2023-07-27T10:00,16.1,89,14.2,0,100,123,2,121,3,123,879.3,131.2,2.1,129.1,3,131.2,937.9
2023-07-27T11:00,16.6,86,14.3,0.1,100,175,12,163,16.2,175,983.3,181.8,12.5,169.4,16.2,181.8,1021.7
2023-07-27T12:00,16.8,89,14.9,0.7,100,191,5,186,6.3,191,1044.9,193.8,5.1,188.8,6.3,193.8,1060.4
2023-07-27T13:00,16.7,90,15.1,0,100,192,4,188,5,192,1059.9,190.5,4,186.5,5,190.5,1051.5
2023-07-27T14:00,17.2,88,15.1,0,100,251,22,229,28.4,251,1027.3,243.2,21.3,221.9,28.4,243.2,995.6
2023-07-27T15:00,17,89,15.2,0,92,172,21,151,29.3,172,949.3,162.4,19.8,142.6,29.3,162.4,896.4
2023-07-27T16:00,17.1,88,15.2,0,90,197,7,190,11.2,197,831.1,180.3,6.4,173.9,11.2,180.3,760.6
2023-07-27T17:00,17.2,89,15.5,0,95,186,26,160,50.6,186,680.8,163.2,22.8,140.4,50.6,163.2,597.6
2023-07-27T18:00,17.3,91,15.9,0.1,100,123,28,95,73,123,508.7,101.1,23,78.1,73,101.1,418.3
2023-07-27T19:00,17.5,91,16,0.1,82,59,4,55,16.2,59,326.4,42.5,2.9,39.6,16.2,42.5,235.1
2023-07-27T20:00,16.8,90,15.2,0,78,50,21,29,168.8,50,146.4,20.6,8.7,12,99.3,18.3,60.4
2023-07-27T21:00,15.8,91,14.3,0,10,3,1,2,17,3,20,0,0,0,0,0,0
2023-07-27T22:00,15,92,13.8,0,22,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-27T23:00,14.8,92,13.5,0,50,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-28T00:00,14.5,93,13.3,0,96,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-28T01:00,14.2,93,13.1,0,81,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-28T02:00,14,94,13,0,44,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-28T03:00,13.6,94,12.6,0,47,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-28T04:00,12.9,95,12.2,0,30,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-28T05:00,12.9,95,12.1,0,100,14,1,13,12.2,14,49.5,34.2,2.4,31.7,26.8,15.6,120.8
2023-07-28T06:00,14.4,93,13.3,0.2,100,33,1,32,6.3,33,209.4,47.3,1.4,45.8,6.3,47.3,299.9
2023-07-28T07:00,15.6,92,14.2,0.1,60,72,4,68,13.6,72,391.5,88.8,4.9,83.9,13.6,88.8,482.9
2023-07-28T08:00,17.7,81,14.5,0.1,44,286,129,157,299.5,286,571.3,329.1,148.4,180.7,299.5,329.1,657.4
2023-07-28T09:00,18.8,74,14,0.4,58,481,330,151,594.2,481,736.6,530,363.6,166.4,594.2,530,811.6
2023-07-28T10:00,19.3,71,13.9,0.9,31,569,407,162,616.2,569,876.1,607.1,434.3,172.9,616.2,607.1,934.8
2023-07-28T11:00,20.2,67,13.9,0.1,16,619,456,163,617,619,980.2,643.3,473.9,169.4,617,643.3,1018.6
2023-07-28T12:00,20.3,63,13,0.2,27,636,441,195,561.4,636,1041.9,645.5,447.6,197.9,561.4,645.5,1057.4
2023-07-28T13:00,20.7,60,12.6,0.2,18,737,608,129,763,737,1056.9,731.1,603.2,128,763,731.1,1048.5
2023-07-28T14:00,20.9,58,12.5,0.1,24,713,596,117,771.8,713,1024.2,690.9,577.5,113.4,771.8,690.9,992.5
2023-07-28T15:00,20.7,55,11.5,0,33,669,535,134,750.1,669,946.1,631.5,505,126.5,750.1,631.5,893.1
2023-07-28T16:00,20.3,55,10.9,0,62,541,423,118,677.9,541,827.7,494.8,386.9,107.9,677.9,494.8,757.1
2023-07-28T17:00,19.1,59,10.8,0,59,345,208,137,407.4,345,677.2,302.5,182.4,120.1,407.4,302.5,593.8
2023-07-28T18:00,18.4,60,10.5,0,53,252,135,117,354.7,252,504.8,206.8,110.8,96,354.7,206.8,414.2
2023-07-28T19:00,17.5,65,10.9,0,36,141,60,81,247,141,322.2,101,43,58,247,101,230.7
2023-07-28T20:00,16.4,70,10.9,0,36,47,6,41,48.9,47,141.9,18.4,2.4,16.1,27,16.1,55.7
2023-07-28T21:00,15.2,76,11,0,91,2,0,2,0,2,17.7,0,0,0,0,0,0
2023-07-28T22:00,14.9,80,11.5,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-28T23:00,15.2,80,11.8,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-29T00:00,15.2,81,11.9,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-29T01:00,15.2,82,12.2,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-29T02:00,15.3,83,12.4,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-29T03:00,15,84,12.4,0.1,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-29T04:00,15,83,12.2,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-29T05:00,14.9,83,12,0,98,2,0,2,0,2,47.3,4.9,0,4.9,0,2.2,116.3
2023-07-29T06:00,14.9,82,11.8,0,67,17,0,17,0,17,205,24.5,0,24.5,0,24.5,295.6
2023-07-29T07:00,15.2,78,11.3,0,17,112,58,54,198.6,112,387.4,138.5,71.7,66.8,198.6,138.5,479
2023-07-29T08:00,16,70,10.5,0,41,344,249,95,582.1,344,567.5,396.3,286.8,109.4,582.1,396.3,653.8
2023-07-29T09:00,16.7,63,9.7,0,46,491,380,111,687.7,491,733.1,541.3,418.9,122.4,687.7,541.3,808.1
2023-07-29T10:00,17.3,59,9.3,0.1,35,503,345,158,524.4,503,872.7,536.9,368.2,168.6,524.4,536.9,931.5
2023-07-29T11:00,17.9,56,9,0.2,42,581,436,145,592,581,977,603.9,453.2,150.7,592,603.9,1015.5
2023-07-29T12:00,18,58,9.5,0.4,36,568,404,164,515.9,568,1038.8,576.5,410.1,166.5,515.9,576.5,1054.4
2023-07-29T13:00,18.2,59,10.1,0.6,27,627,460,167,579.1,627,1053.9,622,456.3,165.7,579.1,622,1045.4
2023-07-29T14:00,18.2,58,9.8,0.1,38,664,508,156,660,664,1021.1,643.3,492.2,151.1,660,643.3,989.3
2023-07-29T15:00,17.2,65,10.5,0.4,20,504,354,150,498.2,504,942.8,475.6,334.1,141.6,498.2,475.6,889.7
2023-07-29T16:00,16.9,70,11.4,0.1,21,347,144,203,231.8,347,824.2,317.2,131.6,185.6,231.8,317.2,753.5
2023-07-29T17:00,17.4,65,10.8,0.1,60,363,234,129,461,363,673.4,318,205,113,461,318,589.9
2023-07-29T18:00,15.5,77,11.4,0.7,100,183,76,107,201.4,183,500.7,149.9,62.2,87.6,201.4,149.9,410
2023-07-29T19:00,14.7,82,11.7,0.3,50,56,0,56,0,56,317.8,39.9,0,39.9,0,39.9,226.2
2023-07-29T20:00,14.4,82,11.4,0,99,45,12,33,99.1,45,137.2,16.7,4.5,12.2,51.1,14.3,50.9
2023-07-29T21:00,13.9,83,11.1,0.2,100,1,0,1,0,1,15.3,0,0,0,0,0,0
2023-07-29T22:00,13.5,86,11.2,0.2,95,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-29T23:00,13.1,87,10.9,0.2,71,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-30T00:00,13.2,82,10.1,0.1,86,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-30T01:00,13,83,10.1,0,19,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-30T02:00,12.5,84,9.8,0,38,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-30T03:00,12.2,84,9.7,0,98,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-30T04:00,12.5,84,9.8,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-30T05:00,13.1,84,10.4,0,100,7,0,7,0,7,45.1,17.3,0,17.3,0,7.5,111.7
2023-07-30T06:00,13.4,84,10.7,0.3,65,48,5,43,33.1,48,200.6,69.7,7.3,62.5,33.1,69.7,291.4
2023-07-30T07:00,13.6,85,11.2,2.9,81,126,25,101,86.5,126,383.3,156.1,31,125.2,86.5,156.1,475
2023-07-30T08:00,14.2,85,11.6,0.2,100,184,66,118,155.4,184,563.7,212.2,76.1,136.1,155.4,212.2,650.1
2023-07-30T09:00,15,80,11.6,0.2,100,205,19,186,34.6,205,729.5,226.1,21,205.2,34.6,226.1,804.7
2023-07-30T10:00,15.8,74,11.2,0.1,36,357,176,181,268.6,357,869.4,381.2,187.9,193.3,268.6,381.2,928.3
2023-07-30T11:00,16.7,74,11.9,0.1,76,546,362,184,493.3,546,973.8,567.6,376.3,191.3,493.3,567.6,1012.4
2023-07-30T12:00,17.5,65,10.9,0,38,384,148,236,189.6,384,1035.7,389.8,150.2,239.6,189.6,389.8,1051.3
2023-07-30T13:00,17.6,65,11.1,0.1,40,505,297,208,375.1,505,1050.7,500.9,294.6,206.3,375.1,500.9,1042.3
2023-07-30T14:00,18.3,68,12.2,0.1,24,611,461,150,601,611,1017.9,591.8,446.5,145.3,601,591.8,986
2023-07-30T15:00,18.8,62,11.2,0.1,30,622,496,126,700.7,622,939.4,586.8,467.9,118.9,700.7,586.8,886.2
2023-07-30T16:00,18.5,61,10.8,0.1,28,495,400,95,646.9,495,820.6,452.3,365.5,86.8,646.9,452.3,749.7
2023-07-30T17:00,18.1,64,11.2,0.1,35,431,342,89,677.8,431,669.5,377.1,299.2,77.9,677.8,377.1,585.8
2023-07-30T18:00,17.4,67,11.1,0,9,281,204,77,545.2,281,496.5,229.6,166.7,62.9,545.2,229.6,405.7
2023-07-30T19:00,16.8,69,11.1,0,4,167,113,54,478.6,167,313.4,118.1,79.9,38.2,478.6,118.1,221.6
2023-07-30T20:00,15.3,74,10.7,0,18,58,32,26,268.1,58,132.4,20.1,11.1,9,127.5,16.8,46
2023-07-30T21:00,13.8,80,10.3,0,29,2,0,2,0,2,12.9,0,0,0,0,0,0
2023-07-30T22:00,12.8,84,10.2,0,30,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-30T23:00,12.5,88,10.6,0,62,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-31T00:00,13.9,86,11.6,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-31T01:00,13.7,88,11.7,0.1,85,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-31T02:00,13.4,91,11.9,1.8,63,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-31T03:00,13.5,91,12.1,0.1,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-31T04:00,13.6,93,12.4,0.1,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-31T05:00,13.7,93,12.6,0.1,100,3,0,3,0,3,42.9,7.5,0,7.5,0,3.2,107.1
2023-07-31T06:00,14,91,12.6,0.1,100,24,2,22,13.5,24,196.1,35.1,2.9,32.2,13.5,35.1,287
2023-07-31T07:00,14.8,88,12.8,0,100,69,7,62,24.5,69,379.1,85.7,8.7,77,24.5,85.7,470.9
2023-07-31T08:00,15.2,88,13.2,0,100,88,2,86,4.7,88,559.8,101.6,2.3,99.3,4.7,101.6,646.3
2023-07-31T09:00,15.5,89,13.7,0.7,100,158,10,148,18.3,158,725.8,174.4,11,163.4,18.3,174.4,801.2
2023-07-31T10:00,15.9,90,14.2,2.6,100,173,13,160,19.9,173,865.9,184.8,13.9,170.9,19.9,184.8,924.9
2023-07-31T11:00,16,91,14.5,2.3,100,107,0,107,0,107,970.5,111.3,0,111.3,0,111.3,1009.1
2023-07-31T12:00,16.7,88,14.6,0.5,100,176,8,168,10.3,176,1032.5,178.7,8.1,170.5,10.3,178.7,1048
2023-07-31T13:00,17.1,85,14.5,0.3,100,171,1,170,1.3,171,1047.5,169.6,1,168.6,1.3,169.6,1039
2023-07-31T14:00,17.1,86,14.7,0.5,100,170,1,169,1.3,170,1014.5,164.6,1,163.7,1.3,164.6,982.6
2023-07-31T15:00,16.5,81,13.2,1.3,100,207,3,204,4.3,207,935.9,195.2,2.8,192.4,4.3,195.2,882.6
2023-07-31T16:00,16.7,87,14.4,1.2,100,162,3,159,4.9,162,816.9,147.9,2.7,145.2,4.9,147.9,745.9
2023-07-31T17:00,16.2,85,13.6,0.5,100,120,2,118,4,120,665.6,104.9,1.7,103.1,4,104.9,581.7
2023-07-31T18:00,15.8,87,13.6,0.8,100,97,2,95,5.4,97,492.3,79.1,1.6,77.4,5.4,79.1,401.3
2023-07-31T19:00,15.2,87,13.1,0.2,73,85,4,81,17.2,85,308.8,59.7,2.8,56.9,17.2,59.7,216.8
2023-07-31T20:00,14.5,89,12.6,0.2,62,34,5,29,42.5,34,127.6,10.9,1.6,9.3,18.4,8.9,40.9
2023-07-31T21:00,13.8,91,12.4,0.2,62,1,0,1,0,1,10.5,0,0,0,0,0,0
2023-07-31T22:00,13.6,92,12.3,0.1,67,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-31T23:00,13.5,92,12.3,0.2,88,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-01T00:00,12.9,93,11.7,0.2,11,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-01T01:00,12.7,94,11.7,0,74,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-01T02:00,13,95,12.2,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-01T03:00,13.4,94,12.5,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-01T04:00,13.6,94,12.6,0.1,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-01T05:00,13.7,94,12.7,0,97,2,0,2,0,2,40.6,5,0,5,0,2.1,102.4
2023-08-01T06:00,13.7,96,13.2,0.1,100,13,0,13,0,13,191.6,19.2,0,19.2,0,19.2,282.6
2023-08-01T07:00,14,97,13.6,0.5,100,35,0,35,0,35,374.8,43.6,0,43.6,0,43.6,466.9
2023-08-01T08:00,14.1,96,13.6,0.4,100,70,0,70,0,70,555.8,80.9,0,80.9,0,80.9,642.5
2023-08-01T09:00,14.2,93,13.2,0.4,100,130,19,111,34.9,130,722.1,143.6,21,122.6,34.9,143.6,797.6
2023-08-01T10:00,14.3,92,13,0.2,100,153,3,150,4.6,153,862.5,163.5,3.2,160.3,4.6,163.5,921.5
2023-08-01T11:00,14.5,90,12.8,0,100,173,10,163,13.7,173,967.2,179.9,10.4,169.5,13.7,179.9,1005.8
2023-08-01T12:00,14.8,89,13,0.1,79,187,3,184,3.9,187,1029.2,189.8,3,186.8,3.9,189.8,1044.8
2023-08-01T13:00,15.5,84,12.8,0,100,481,201,280,255.6,481,1044.2,477.1,199.4,277.7,255.6,477.1,1035.7
2023-08-01T14:00,15.6,81,12.3,0,100,321,74,247,97.2,321,1011.2,310.8,71.7,239.2,97.2,310.8,979.1
2023-08-01T15:00,15.5,81,12.3,0,100,224,53,171,75.5,224,932.3,211.2,50,161.2,75.5,211.2,878.9
2023-08-01T16:00,16,81,12.6,0,100,240,55,185,89.8,240,813.1,219,50.2,168.8,89.8,219,741.9
2023-08-01T17:00,15.7,82,12.6,0,100,103,0,103,0,103,661.5,89.9,0,89.9,0,89.9,577.5
2023-08-01T18:00,15.4,83,12.6,0,100,52,0,52,0,52,487.9,42.3,0,42.3,0,42.3,396.7
2023-08-01T19:00,15.1,85,12.7,0,100,38,2,36,8.7,38,304,26.5,1.4,25.1,8.7,26.5,212
2023-08-01T20:00,14.8,85,12.3,0,100,21,5,16,43.2,21,122.5,6.1,1.5,4.7,16.8,4.9,35.8
