latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation,,,,,,,,,,,,
55.9227,-3.1288,74,0,GMT,GMT,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),precipitation (mm),cloud_cover (%),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),global_tilted_irradiance (W/m²),terrestrial_radiation (W/m²),shortwave_radiation_instant (W/m²),direct_radiation_instant (W/m²),diffuse_radiation_instant (W/m²),direct_normal_irradiance_instant (W/m²),global_tilted_irradiance_instant (W/m²),terrestrial_radiation_instant (W/m²)
2022-11-01T00:00,11.5,83,8.6,0.5,94,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-01T01:00,10.9,87,8.8,1.2,70,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-01T02:00,10.7,93,9.6,1.2,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-01T03:00,10.8,93,9.7,0.7,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-01T04:00,10.5,94,9.6,0.7,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-01T05:00,10.4,95,9.7,1.1,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-01T06:00,10.4,96,9.8,0.6,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-01T07:00,9.9,96,9.3,0.2,90,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-01T08:00,10.1,92,8.8,0,100,8,1,7,13.8,8,41.2,19.6,2.4,17.1,28.1,8,100.8
2022-11-01T09:00,11,85,8.6,0,27,27,0,27,0,27,180.2,38.1,0,38.1,0,38.1,254.5
2022-11-01T10:00,10.8,79,7.3,0,21,162,84,78,368.9,162,316.3,190.2,98.6,91.6,368.9,190.2,371.3
2022-11-01T11:00,11,76,6.8,0,62,222,133,89,449.3,222,411.1,239.3,143.4,95.9,449.3,239.3,443.2
2022-11-01T12:00,11.2,75,6.9,0,46,239,140,99,424.2,239,458.4,242.6,142.1,100.5,424.2,242.6,465.3
2022-11-01T13:00,11.7,71,6.6,0,19,231,133,98,406.2,231,454.8,221.5,127.5,94,406.2,221.5,436.1
2022-11-01T14:00,11.6,71,6.5,0,25,227,149,78,516.7,227,400.5,202.6,133,69.6,516.7,202.6,357.4
2022-11-01T15:00,11,72,6.2,0,86,145,77,68,357.3,145,299.3,113.7,60.4,53.3,357.3,113.7,234.8
2022-11-01T16:00,10.6,72,5.8,0,42,47,1,46,8.2,47,158.1,22.7,0.5,22.3,5.6,21.2,76.5
2022-11-01T17:00,10.1,74,5.7,0,34,4,0,4,0,4,28.5,0,0,0,0,0,0
2022-11-01T18:00,9.4,77,5.5,0,32,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-01T19:00,8.9,79,5.5,0,32,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-01T20:00,8.6,81,5.4,0,35,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-01T21:00,8.7,80,5.4,0,68,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-01T22:00,8.5,81,5.3,0,90,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-01T23:00,8.4,81,5.4,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-02T00:00,8.7,74,4.4,0,87,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-02T01:00,8.2,77,4.5,0,64,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-02T02:00,8.1,79,4.8,0,31,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-02T03:00,7.6,78,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-02T04:00,7.1,81,4.1,0,13,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-02T05:00,7.1,81,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-02T06:00,6.9,81,3.9,0,26,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-02T07:00,6.5,79,3.2,0,43,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-02T08:00,6.8,78,3.3,0,89,9,3,6,42.7,9,37.8,22.4,7.5,15,85.8,8.7,94.2
2022-11-02T09:00,8.3,73,3.8,0,65,75,25,50,196.4,75,173.5,107.1,35.7,71.4,200.2,105.1,247.8
2022-11-02T10:00,10,67,4.2,0,100,109,8,101,35.9,109,309.4,128.4,9.4,119,35.9,128.4,364.5
2022-11-02T11:00,10.1,74,5.7,0.3,100,81,1,80,3.4,81,404.2,87.4,1.1,86.3,3.4,87.4,436.3
2022-11-02T12:00,10.1,81,6.9,0.8,100,69,0,69,0,69,451.4,70.1,0,70.1,0,70.1,458.3
2022-11-02T13:00,10.2,84,7.5,0.9,100,95,1,94,3.1,95,447.8,91,1,90.1,3.1,91,429.1
2022-11-02T14:00,10,84,7.4,3.3,100,42,0,42,0,42,393.6,37.4,0,37.4,0,37.4,350.6
2022-11-02T15:00,10.5,83,7.7,2.6,100,34,0,34,0,34,292.5,26.5,0,26.5,0,26.5,228
2022-11-02T16:00,10.9,86,8.6,1.7,100,31,3,28,25.1,31,151.4,14.3,1.4,12.9,15.9,13,69.9
2022-11-02T17:00,11.7,80,8.3,0.1,85,2,0,2,0,2,25.2,0,0,0,0,0,0
2022-11-02T18:00,10.7,77,6.9,0.3,76,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-02T19:00,10.1,77,6.3,0,74,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-02T20:00,10.2,73,5.6,0,86,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-02T21:00,9.8,74,5.3,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-02T22:00,9.7,75,5.4,0.1,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-02T23:00,9.8,74,5.4,0.1,97,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-03T00:00,9.9,72,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-03T01:00,9.7,68,4.1,0,25,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-03T02:00,9.3,69,3.8,0,31,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-03T03:00,8.7,70,3.5,0,15,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-03T04:00,8.2,74,3.8,0,26,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-03T05:00,7.9,73,3.4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-03T06:00,7.4,78,3.8,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-03T07:00,6.9,82,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-03T08:00,6.6,84,4.1,0,1,8,3,5,44.2,8,34.4,20.4,7.6,12.7,87.6,7.4,87.6
2022-11-03T09:00,7.2,83,4.5,0,0,86,55,31,441.2,86,166.9,124.2,79.5,44.8,458.2,119.6,241.1
2022-11-03T10:00,8.2,77,4.5,0,0,177,125,52,574.2,177,302.6,209.2,147.7,61.4,574.2,209.2,357.6
2022-11-03T11:00,9.2,74,4.8,0,4,243,182,61,636.8,243,397.4,262.6,196.7,65.9,636.8,262.6,429.4
2022-11-03T12:00,10.5,73,5.8,0,16,277,212,65,663,277,444.5,281.3,215.3,66,663,281.3,451.4
2022-11-03T13:00,10.7,70,5.6,0,22,255,173,82,545.5,255,440.9,244.2,165.7,78.5,545.5,244.2,422.2
2022-11-03T14:00,10.7,68,5.1,0,20,209,123,86,442.2,209,386.8,185.7,109.3,76.4,442.2,185.7,343.7
2022-11-03T15:00,10.2,75,5.9,0,26,147,89,58,433,147,285.7,113.9,68.9,44.9,433,113.9,221.3
2022-11-03T16:00,10,70,4.7,0,29,59,30,29,256.5,59,144.7,25.8,13.1,12.7,150.6,23,63.3
2022-11-03T17:00,9.4,72,4.5,0,36,4,1,3,16.9,4,21.8,0,0,0,0,0,0
2022-11-03T18:00,8.9,73,4.4,0,25,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-03T19:00,7.1,83,4.4,0,13,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-03T20:00,4.9,91,3.5,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-03T21:00,4.7,89,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-03T22:00,5.3,87,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-03T23:00,5.4,87,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-04T00:00,5.6,90,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-04T01:00,5.1,90,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-04T02:00,4.8,90,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-04T03:00,4.7,89,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-04T04:00,4.7,88,2.8,0,16,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-04T05:00,4.7,87,2.7,0,8,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-04T06:00,4.9,86,2.7,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-04T07:00,5.2,86,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-04T08:00,5.9,85,3.5,0,0,7,3,4,45.8,7,31,18.3,7.8,10.4,89.8,6.2,81
2022-11-04T09:00,7.3,80,4.1,0,0,81,50,31,409.6,81,160.2,118.5,73.1,45.3,434,111.8,234.3
2022-11-04T10:00,8.9,74,4.6,0,13,178,133,45,625.2,178,295.9,211,157.7,53.4,625.2,211,350.8
2022-11-04T11:00,9.7,73,5.1,0.1,47,234,166,68,591.3,234,390.5,253.2,179.6,73.6,591.3,253.2,422.5
2022-11-04T12:00,10.3,75,6,0,49,206,111,95,352.8,206,437.6,209.2,112.7,96.5,352.8,209.2,444.5
2022-11-04T13:00,10.6,73,5.9,0,30,241,153,88,490.3,241,434,230.6,146.4,84.2,490.3,230.6,415.3
2022-11-04T14:00,10.6,73,5.9,0,12,221,152,69,556.5,221,379.9,196,134.8,61.2,556.5,196,337
2022-11-04T15:00,10.2,76,6.1,0,1,154,102,52,508.5,154,279,118.5,78.5,40,508.5,118.5,214.7
2022-11-04T16:00,9.1,82,6.1,0,1,67,40,27,349.5,67,138.2,27.6,16.5,11.1,188.9,23.9,56.9
2022-11-04T17:00,8.1,86,5.9,0,29,3,1,2,17.6,3,18.5,0,0,0,0,0,0
2022-11-04T18:00,7.8,88,5.9,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-04T19:00,7.4,89,5.7,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-04T20:00,7,90,5.4,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-04T21:00,6.9,90,5.4,0,17,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-04T22:00,7,90,5.5,0,28,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-04T23:00,7.1,90,5.7,0,52,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-05T00:00,6.9,90,5.5,0,42,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-05T01:00,6.7,90,5.2,0,64,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-05T02:00,6.9,91,5.5,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-05T03:00,7.8,90,6.3,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-05T04:00,8.8,88,6.9,0,76,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-05T05:00,7.8,91,6.4,0,66,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-05T06:00,7.6,89,6,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-05T07:00,8.1,90,6.5,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-05T08:00,9.1,87,7.1,0.2,97,3,0,3,0,3,27.7,8.1,0,8.1,0,2.5,74.5
2022-11-05T09:00,9.4,88,7.5,0.8,100,15,0,15,0,15,153.6,22.2,0,22.2,0,20.5,227.6
2022-11-05T10:00,9.7,86,7.6,0.5,100,27,0,27,0,27,289.1,32.1,0,32.1,0,32.1,344
2022-11-05T11:00,10.5,85,8.2,0.2,100,41,0,41,0,41,383.7,44.4,0,44.4,0,44.4,415.7
2022-11-05T12:00,10.7,87,8.6,0.4,100,53,0,53,0,53,430.8,53.8,0,53.8,0,53.8,437.7
2022-11-05T13:00,11.1,88,9.3,0.4,98,24,0,24,0,24,427.2,23,0,23,0,23,408.6
2022-11-05T14:00,11.7,91,10.3,1.1,72,103,20,83,74.6,103,373.2,91.2,17.7,73.5,74.6,91.2,330.3
2022-11-05T15:00,11.2,88,9.4,0.3,79,27,0,27,0,27,272.4,20.6,0,20.6,0,20.6,208.2
2022-11-05T16:00,10.5,87,8.5,0,19,30,14,16,125,30,131.7,11.5,5.4,6.1,61.6,9.7,50.5
2022-11-05T17:00,9.5,88,7.6,0,5,2,1,1,18.3,2,15.3,0,0,0,0,0,0
2022-11-05T18:00,9,88,7.2,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-05T19:00,8.5,89,6.8,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-05T20:00,8.2,89,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-05T21:00,8,89,6.2,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-05T22:00,7.9,88,6.1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-05T23:00,7.7,89,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-06T00:00,7.6,88,5.7,0,26,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-06T01:00,7.7,88,5.8,0,19,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-06T02:00,7.9,88,6,0,60,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-06T03:00,8.5,87,6.5,0,74,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-06T04:00,8.3,88,6.4,0,80,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-06T05:00,8.6,87,6.5,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-06T06:00,8.8,88,6.9,0.1,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-06T07:00,8.9,86,6.7,3.8,89,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-06T08:00,8.7,85,6.3,0.6,100,2,0,2,0,2,24.4,5.6,0,5.6,0,1.6,68
2022-11-06T09:00,9.1,83,6.4,0,100,41,8,33,68.4,41,147,61.6,12,49.6,75.8,55.6,221
2022-11-06T10:00,9.7,82,6.7,0,100,88,13,75,64.1,88,282.4,105.1,15.5,89.6,64.1,105.1,337.3
2022-11-06T11:00,10.5,81,7.3,0,100,136,34,102,125.6,136,376.9,147.5,36.9,110.7,125.6,147.5,408.9
2022-11-06T12:00,10.5,83,7.8,0,39,194,63,131,206.9,194,424,197.2,64,133.1,206.9,197.2,430.9
2022-11-06T13:00,11.2,80,8,0,76,232,154,78,510,232,420.5,221.7,147.2,74.5,510,221.7,401.9
2022-11-06T14:00,11.6,79,8,0,50,172,79,93,300.1,172,366.6,151.9,69.8,82.1,300.1,151.9,323.7
2022-11-06T15:00,11.1,80,7.8,0,50,118,42,76,219.9,118,265.9,89.5,31.9,57.7,219.9,89.5,201.7
2022-11-06T16:00,10.4,82,7.4,0,83,45,13,32,118.7,45,125.4,15.9,4.6,11.3,52.6,13.1,44.2
2022-11-06T17:00,9.6,86,7.3,0,100,1,0,1,0,1,12.1,0,0,0,0,0,0
2022-11-06T18:00,9.6,85,7.2,0,77,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-06T19:00,9.6,85,7.2,0,88,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-06T20:00,9.2,86,7.1,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-06T21:00,9.2,85,6.8,0,76,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-06T22:00,8.8,87,6.7,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-06T23:00,8.5,86,6.3,0,7,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-07T00:00,8.4,85,6.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-07T01:00,8.1,85,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-07T02:00,8.2,84,5.6,0,12,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-07T03:00,8,85,5.6,0,38,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-07T04:00,8.1,85,5.8,0,50,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-07T05:00,8.7,84,6.2,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-07T06:00,9.2,83,6.4,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-07T07:00,9.7,80,6.5,0.1,91,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-07T08:00,9.3,88,7.3,1.4,100,1,0,1,0,1,21,2.9,0,2.9,0,0.8,61.5
2022-11-07T09:00,9.5,88,7.6,1.5,100,13,0,13,0,13,140.5,19.8,0,19.8,0,17.5,214.4
2022-11-07T10:00,12.3,85,9.8,0.4,100,66,7,59,35.4,66,275.8,79.1,8.4,70.7,35.4,79.1,330.6
2022-11-07T11:00,13.4,82,10.4,0.1,82,159,58,101,218.2,159,370.2,172.7,63,109.7,218.2,172.7,402.1
2022-11-07T12:00,13.7,82,10.6,0.3,100,146,55,91,183.6,146,417.3,148.4,55.9,92.5,183.6,148.4,424.2
2022-11-07T13:00,14.1,81,10.8,0.1,100,199,91,108,306.3,199,413.8,190.1,86.9,103.2,306.3,190.1,395.2
2022-11-07T14:00,13.9,81,10.7,0.1,100,118,12,106,46.4,118,360,104,10.6,93.4,46.4,104,317.2
2022-11-07T15:00,13.7,81,10.5,0,95,98,27,71,145,98,259.5,73.8,20.3,53.5,145,73.8,195.4
2022-11-07T16:00,13.1,82,10.1,0,100,39,7,32,65.4,39,119.1,12.5,2.2,10.2,25.7,10,38.1
2022-11-07T17:00,13,79,9.5,0,100,1,0,1,0,1,9,0,0,0,0,0,0
2022-11-07T18:00,12.9,79,9.4,0.1,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-07T19:00,12.7,81,9.5,0.1,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-07T20:00,12.7,81,9.6,0.1,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-07T21:00,12.9,81,9.7,0.1,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-07T22:00,12.8,82,9.8,0.1,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-07T23:00,12.8,81,9.6,0.1,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-08T00:00,12.5,82,9.5,0.1,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-08T01:00,12.9,81,9.7,0.5,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-08T02:00,12.3,84,9.6,0.9,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-08T03:00,11.4,81,8.3,0.1,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-08T04:00,10.6,81,7.5,0,50,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-08T05:00,10.2,82,7.3,0,52,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-08T06:00,9.4,84,6.9,0,11,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-08T07:00,9.2,83,6.4,0,11,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-08T08:00,8.9,84,6.3,0,100,3,1,2,17.8,3,17.8,9.3,3.1,6.2,35.6,2.1,55
2022-11-08T09:00,10.1,84,7.5,0,100,38,3,35,26.8,38,133.9,59,4.7,54.3,31.2,50.6,207.8
2022-11-08T10:00,10.8,82,7.9,0,100,95,18,77,93.2,95,269.2,114.3,21.7,92.7,93.2,114.3,323.9
2022-11-08T11:00,11.2,81,8.1,0,100,109,1,108,3.8,109,363.5,118.6,1.1,117.5,3.8,118.6,395.5
2022-11-08T12:00,11,82,8.1,0,80,99,0,99,0,99,410.6,100.7,0,100.7,0,100.7,417.6
2022-11-08T13:00,11.4,76,7.3,0,38,139,24,115,82.1,139,407.2,132.7,22.9,109.8,82.1,132.7,388.7
2022-11-08T14:00,11.1,77,7.2,0,97,141,31,110,122.2,141,353.5,124,27.3,96.7,122.2,124,310.8
2022-11-08T15:00,10.7,79,7.2,0,100,76,3,73,16.5,76,253.2,56.8,2.2,54.5,16.5,56.8,189.1
2022-11-08T16:00,10.1,80,6.8,0.2,76,23,1,22,9.5,23,113,6.5,0.3,6.2,3.3,5.1,32.1
2022-11-08T17:00,10,80,6.8,0,55,0,0,0,0,0,5.9,0,0,0,0,0,0
2022-11-08T18:00,9.5,80,6.2,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-08T19:00,9.3,82,6.3,0,93,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-08T20:00,9,84,6.4,0,62,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-08T21:00,9.1,78,5.6,0,32,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-08T22:00,8.4,79,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-08T23:00,8,81,5,0,23,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-09T00:00,8.8,80,5.5,0,42,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-09T01:00,9.1,80,5.9,0,55,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-09T02:00,9.4,81,6.3,0,39,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-09T03:00,9.1,83,6.3,0,13,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-09T04:00,9.1,83,6.3,0,64,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-09T05:00,8.9,83,6.1,0,48,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-09T06:00,8.9,82,6,0,83,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-09T07:00,9,81,5.9,0,58,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-09T08:00,8.8,82,5.9,0,53,2,0,2,0,2,14.5,6.7,0,6.7,0,1.3,48.7
2022-11-09T09:00,9.3,80,6.1,0,13,53,24,29,219.3,53,127.5,83.7,37.9,45.8,262.4,69.9,201.3
2022-11-09T10:00,9.9,79,6.4,0,30,139,90,49,477.8,139,262.6,168,108.8,59.2,477.8,168,317.4
2022-11-09T11:00,10.5,76,6.4,0,23,202,145,57,566.4,202,357,220.1,158,62.1,566.4,220.1,388.9
2022-11-09T12:00,11.4,66,5.2,0,28,233,166,67,572.8,233,404.1,237,168.9,68.2,572.8,237,411
2022-11-09T13:00,11.5,65,5.1,0,44,259,204,55,709.9,259,400.7,247.1,194.6,52.5,709.9,247.1,382.2
2022-11-09T14:00,11.1,70,5.8,0,9,200,134,66,538.3,200,347.1,175.4,117.5,57.9,538.3,175.4,304.5
2022-11-09T15:00,10.6,72,5.7,0,24,134,89,45,502.5,134,247,99.3,66,33.4,502.5,99.3,183
2022-11-09T16:00,10,73,5.3,0,38,45,22,23,214.7,45,107,11,5.4,5.6,61.7,8.2,26.2
2022-11-09T17:00,9.7,74,5.2,0,58,0,0,0,0,0,3,0,0,0,0,0,0
2022-11-09T18:00,9.5,75,5.3,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-09T19:00,10,74,5.6,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-09T20:00,10,76,6,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-09T21:00,10.1,78,6.4,0.1,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-09T22:00,10.8,78,7.2,0.1,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-09T23:00,11.5,79,8,0.1,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-10T00:00,12,84,9.4,0.1,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-10T01:00,12.4,85,10,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-10T02:00,12.7,85,10.2,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-10T03:00,12.8,84,10.1,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-10T04:00,13,80,9.6,0,95,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-10T05:00,12.4,81,9.2,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-10T06:00,12.8,77,8.8,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-10T07:00,12.7,77,8.9,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-10T08:00,13.4,75,9.1,0,100,1,0,1,0,1,11.3,3.7,0,3.7,0,0.6,42.3
2022-11-10T09:00,13.7,75,9.3,0,86,27,1,26,9.3,27,121.1,43.4,1.6,41.8,11.5,35.3,194.9
2022-11-10T10:00,14.3,74,9.8,0,100,107,49,58,266.8,107,256.1,129.9,59.5,70.4,266.8,129.9,310.9
2022-11-10T11:00,14.8,73,10.1,0,89,144,48,96,191.1,144,350.5,157.1,52.4,104.8,191.1,157.1,382.4
2022-11-10T12:00,15.3,74,10.6,0,100,215,128,87,449.1,215,397.6,218.8,130.3,88.5,449.1,218.8,404.6
2022-11-10T13:00,15.4,75,11,0,92,136,34,102,120.3,136,394.3,129.6,32.4,97.2,120.3,129.6,375.9
2022-11-10T14:00,15.3,77,11.2,0,100,119,35,84,143.2,119,340.9,104.1,30.6,73.5,143.2,104.1,298.3
2022-11-10T15:00,15.1,71,9.9,0,100,47,0,47,0,47,240.9,34.5,0,34.5,0,34.5,177
2022-11-10T16:00,14.7,73,9.8,0,69,28,8,20,79.8,28,101.1,5.6,1.6,4,18.5,4.1,20.4
2022-11-10T17:00,14.4,76,10.2,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-10T18:00,14.5,76,10.4,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-10T19:00,14.6,79,11.1,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-10T20:00,14.9,79,11.3,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-10T21:00,14.8,80,11.4,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-10T22:00,14.7,81,11.5,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-10T23:00,15.2,78,11.4,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-11T00:00,14.7,82,11.7,0.4,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-11T01:00,14.9,81,11.7,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-11T02:00,14.6,83,11.8,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-11T03:00,14.9,82,11.9,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-11T04:00,15.3,80,11.8,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-11T05:00,15,84,12.3,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-11T06:00,15,82,11.9,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-11T07:00,14.6,83,11.8,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-11T08:00,14.5,83,11.6,0,90,1,0,1,0,1,8.1,4.4,0,4.4,0,0.5,36.1
2022-11-11T09:00,14.7,80,11.3,0,91,35,7,28,66.9,35,114.8,57.5,11.5,46,85.1,45.2,188.5
2022-11-11T10:00,14.9,80,11.4,0,90,96,31,65,173.2,96,249.8,117,37.8,79.2,173.2,117,304.4
2022-11-11T11:00,15.3,78,11.6,0,86,138,52,86,210.9,138,344,150.8,56.8,94,210.9,150.8,376
